titulo,anoDeLancamento,idioma,diretor,genero,duracao,linkIMDB,linkImagem,descricao,orcamento,principaisAtores,classificacao,paisDeOrigem
No Time to Die,2021,Inglês,Cary Joji Fukunaga,"Ação, Aventura, Thriller",163,https://www.imdb.com/title/tt2382320/,https://m.media-amazon.com/images/M/MV5BN2EzMTEyMTEtN2JjMC00MGJkLTk5YWItZjE5ZjJiNTlmZjgxXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg,"James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",250000000,"Daniel Craig, Léa Seydoux, Rami Malek, Lashana Lynch",14,"Reino Unido, Estados Unidos"
Raiders of the Lost Ark,1981,Inglês,Steven Spielberg,"Ação, Aventura",115,https://www.imdb.com/title/tt0082971/,https://m.media-amazon.com/images/M/MV5BZWE3OGQwYWMtNjAxMi00YjI4LWI3OWUtZjhkZTgxYjdkZDA4XkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_.jpg,"Archaeology professor Indiana Jones ventures to seize a biblical artefact known as the Ark of the Covenant. While doing so, he puts up a fight against Renee and a troop of Nazis.",18000000,"Harrison Ford, Karen Allen, Paul Freeman, Ronald Lacey",Livre,Estados Unidos
Indiana Jones and the Temple of Doom,1984,Inglês,Steven Spielberg,"Ação, Aventura",118,https://www.imdb.com/title/tt0087469/,https://m.media-amazon.com/images/M/MV5BMjg4ZWJkYTMtMzM0Ni00MGNjLWJjZDctNWUxOTUxMDIwMzM5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"A skirmish in Shanghai puts archaeologist Indiana Jones, his partner Short Round and singer Willie Scott crossing paths with an Indian village desperate to reclaim a rock stolen by a secret cult beneath the catacombs of an ancient palace.",28000000,"Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri",Livre,Estados Unidos
Indiana Jones and the Last Crusade,1989,Inglês,Steven Spielberg,"Ação, Aventura",127,https://www.imdb.com/title/tt0097576/,https://m.media-amazon.com/images/M/MV5BNmU4ZDMzMDEtMWIwZS00ZGE5LWJmODUtYjUxM2VjZDcwMGE3XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",48000000,"Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody",Livre,Estados Unidos
Indiana Jones and the Kingdom of the Crystal Skull,2008,Inglês,Steven Spielberg,"Ação, Aventura",122,https://www.imdb.com/title/tt0367882/,https://m.media-amazon.com/images/M/MV5BODRkNWJiODUtNzY4Yy00YTQ4LWFlMjEtMGY3OWYzYWFkYzk1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"In 1957, archaeologist and adventurer Dr. Henry ""Indiana"" Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",185000000,"Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf",Livre,Estados Unidos
The Muppet Movie,1979,Inglês,James Frawley,"Aventura, Comédia, Família",95,https://www.imdb.com/title/tt0079588/,https://m.media-amazon.com/images/M/MV5BNjU5N2M2ZmItOWVjOS00MzMwLTkyMGEtZmI4MGQwYjE3ZTBhXkEyXkFqcGdeQXVyMTQ4MTMxMzY5._V1_.jpg,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",,"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt",Livre,"Reino Unido, Estados Unidos"
The Great Muppet Caper,1981,Inglês,Jim Henson,"Aventura, Comédia, Crime",97,https://www.imdb.com/title/tt0082474/,https://m.media-amazon.com/images/M/MV5BOGZhNzRhNWQtZWJkMy00MTdjLWIyNjEtNDY2MzJkZGVlODVhXkEyXkFqcGdeQXVyMTQ4MTMxMzY5._V1_.jpg,"Kermit the Frog, The Great Gonzo, and Fozzie Bear are reporters who travel to Britain to interview a rich victim of jewel thieves and help her along with her secretary, Miss Piggy.",,"Jim Henson, Frank Oz, Dave Goelz, Jerry Nelson",Livre,"Reino Unido, Estados Unidos"
The Muppets Take Manhattan,1984,Inglês,Frank Oz,"Aventura, Comédia, Drama",94,https://www.imdb.com/title/tt0087755/,https://m.media-amazon.com/images/M/MV5BYjg2MzU2NmQtOGY3YS00Njc2LTgyNDgtZDg2MTM2NTg2NGE5XkEyXkFqcGdeQXVyMTQ4MTMxMzY5._V1_.jpg,Kermit and his friends go to New York City to get their musical on Broadway only to find it's a more difficult task than they anticipated.,,"Jim Henson, Frank Oz, Dave Goelz, Steve Whitmire",Livre,Estados Unidos
The Muppet Christmas Carol,1993,Inglês,Brian Henson,"Comédia, Drama, Família",85,https://www.imdb.com/title/tt0104940/,https://m.media-amazon.com/images/M/MV5BODViMjhkZmItNmRhYi00NDkzLWIyNDUtMGY5NTljMmYxNzY1XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg,The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.,12000000,"Michael Caine, Dave Goelz, Steve Whitmire, Jerry Nelson",Livre,"Estados Unidos, Reino Unido"
Muppet Treasure Island,1996,Inglês,"Brian Henson, David Lane","Ação, Aventura, Comédia",99,https://www.imdb.com/title/tt0117110/,https://m.media-amazon.com/images/M/MV5BMTlmNzhiMWEtOWVjZC00NmM0LTgxNDItMDJmYTkxYTZkY2FjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_.jpg,The Muppets' twist on the classic tale.,,"Tim Curry, Billy Connolly, Jennifer Saunders, Kevin Bishop",Livre,Estados Unidos
Muppets from Space,1999,Inglês,Tim Hill,"Aventura, Comédia, Família",87,https://www.imdb.com/title/tt0158811/,https://m.media-amazon.com/images/M/MV5BODI2Zjc5YzMtNzQ1NS00NGVmLWExYzgtMzFlY2NiMGMzZjRjXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_.jpg,"Gonzo is contacted by his alien family through his breakfast cereal. But when the men in black kidnap him, it's up to Kermit and the gang to rescue Gonzo and help him reunite with his long-lost family.",24000000,"Dave Goelz, Steve Whitmire, Bill Barretta, Jerry Nelson",Livre,Estados Unidos
The Muppets,2011,Inglês,James Bobin,"Aventura, Comédia, Família",120,https://www.imdb.com/title/tt1204342/,https://m.media-amazon.com/images/M/MV5BMTZmYjhjNzQtMmY0ZS00Yjk5LWJhMWEtNjg3Njc3YzczYjJiXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,45000000,"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones",Livre,Estados Unidos
Muppets Most Wanted,2014,Inglês,James Bobin,"Aventura, Comédia, Crime",107,https://www.imdb.com/title/tt2281587/,https://m.media-amazon.com/images/M/MV5BNDY2MTE0ODM4NF5BMl5BanBnXkFtZTgwMDI3Mjc2MDE@._V1_.jpg,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",50000000,"Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire",Livre,Estados Unidos
Manhunter,1988,Inglês,Michael Mann,"Crime, Mistério, Thriller",120,https://www.imdb.com/title/tt0091474/,https://m.media-amazon.com/images/M/MV5BOTYwMWVmNzktOTQ5Mi00YjAyLTljNTYtYzkyNjE0YjMzMGZmXkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_.jpg,"Former FBI profiler Will Graham returns to service to pursue a deranged serial killer dubbed ""the Tooth Fairy"" by the media.",15000000,"William Petersen, Kim Greist, Joan Allen, Brian Cox",14,Estados Unidos
The Silence of the Lambs,1991,Inglês,Jonathan Demme,"Crime, Drama, Thriller",118,https://www.imdb.com/title/tt0102926/,https://m.media-amazon.com/images/M/MV5BMzNkMGM2OWItYmNiYS00YmZhLTg0ZjctOGYxMTE2ODZmNGFiXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_.jpg,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",19000000,"Jodie Foster, Lawrence A. Bonney, Kasi Lemmons, Lawrence T. Wrentz",14,Estados Unidos
Hannibal,2001,Inglês,Ridley Scott,"Crime, Drama, Thriller",131,https://www.imdb.com/title/tt0212985/,https://m.media-amazon.com/images/M/MV5BZDMxMjhiZmItNWMxMC00NzYyLWJiOTYtNGYwOTAyYjU5OWY4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,"Living in exile, Dr. Hannibal Lecter tries to reconnect with now disgraced F.B.I. Agent Clarice Starling, and finds himself a target for revenge from a powerful victim.",87000000,"Anthony Hopkins, Julianne Moore, Gary Oldman, Ray Liotta",16,"Estados Unidos, Reino Unido"
Red Dragon,2002,Inglês,Brett Ratner,"Crime, Drama, Thriller",124,https://www.imdb.com/title/tt0289765/,https://m.media-amazon.com/images/M/MV5BOTZkMWJkNGMtOGVmYy00ZmFhLWE1OTAtNzViYmY2ZGM1MDQ1XkEyXkFqcGdeQXVyNjg1MjE2MDc@._V1_.jpg,"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter.",78000000,"Anthony Hopkins, Edward Norton, Ralph Fiennes, Harvey Keitel",16,"Alemanha, Estados Unidos"
Hannibal Rising,2007,Inglês,Peter Webber,"Aventura, Crime, Drama",121,https://www.imdb.com/title/tt0367959/,https://m.media-amazon.com/images/M/MV5BNDU1YjU3N2ItNjMxZC00MDRiLWFmNjItZGJiMjdkZjA2NzAzXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg,"After the death of his parents during World War II, young Hannibal Lecter moves in with his beautiful aunt and begins plotting revenge on the barbarians responsible for his sister's death.",50000000,"Aaran Thomas, Helena-Lia Tachovská, Richard Leaf, Michelle Wade",16,"República Tcheca, Reino Unido, França, Itália, Estados Unidos"
The Terminator,1985,Inglês,James Cameron,"Ação, Ficção científica",107,https://www.imdb.com/title/tt0088247/,https://m.media-amazon.com/images/M/MV5BNjI3NjU3YjEtOWIzMC00ZjIyLTk0OWUtNzE1ZTEyNDhhMTZiXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn son is the key to humanity's future salvation.",6400000,"Arnold Schwarzenegger, Michael Biehn, Linda Hamilton, Paul Winfield",14,"Reino Unido, Estados Unidos"
Terminator 2: Judgment Day,1991,Inglês,James Cameron,"Ação, Ficção científica",137,https://www.imdb.com/title/tt0103064/,https://m.media-amazon.com/images/M/MV5BOTk1MTkxYTctZDI4My00NDU2LWJjZWMtNjM1ZmE2Y2U1ZjYzXkEyXkFqcGdeQXVyMjgyOTI1ODY@._V1_.jpg,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten-year-old son John from a more advanced and powerful cyborg.",102000000,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong, Robert Patrick",14,Estados Unidos
Terminator 3: Rise of the Machines,2003,Inglês,Jonathan Mostow,"Ação, Ficção científica",109,https://www.imdb.com/title/tt0181852/,https://m.media-amazon.com/images/M/MV5BMTk5NzM1ODgyN15BMl5BanBnXkFtZTcwMzA5MjAzMw@@._V1_.jpg,A machine from a post-apocalyptic future travels back in time to protect a man and a woman from an advanced robotic assassin to ensure they both survive a nuclear attack.,200000000,"Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken",14,"Estados Unidos, Alemanha, Reino Unido"
Terminator Salvation,2009,Inglês,McG,"Ação, Aventura, Ficção científica",115,https://www.imdb.com/title/tt0438488/,https://m.media-amazon.com/images/M/MV5BYThkMDFhODctMzgyMS00MTM2LWI3NmYtMzk3MDg2MzA5ZjIwXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",200000000,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter",14,"Estados Unidos, Alemanha, Reino Unido, Itália"
Terminator Genisys,2015,Inglês,Alan Taylor,"Ação, Aventura, Ficção científica",126,https://www.imdb.com/title/tt1340138/,https://m.media-amazon.com/images/M/MV5BMDQxN2RkYTYtMmY4OC00NDM3LTg1ZDUtZmQzNzliNDdkMDZmXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",155000000,"Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney",12,"Estados Unidos, Canadá"
Terminator: Dark Fate,2019,Inglês,Tim Miller,"Ação, Aventura, Ficção científica",128,https://www.imdb.com/title/tt6450804/,https://m.media-amazon.com/images/M/MV5BNmRkZDc0OGYtYTc5MC00MDNmLWI5ZGUtNTZlZGFhNzNhMWYxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.",185000000,"Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes",14,"Estados Unidos, Espanha, Hungria"
Harry Potter and the Sorcerer's Stone,2001,Inglês,Chris Columbus,"Aventura, Família, Fantasia",152,https://www.imdb.com/title/tt0241527/,https://m.media-amazon.com/images/M/MV5BMDlmZGRlYzAtMTg2Yy00MjU5LTkyYTQtNzlkYmM5OGQ0OGJhXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_.jpg,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",125000000,"Richard Harris, Maggie Smith, Robbie Coltrane, Saunders Triplets",Livre,"Reino Unido, Estados Unidos"
Harry Potter and the Chamber of Secrets,2002,Inglês,Chris Columbus,"Aventura, Família, Fantasia",161,https://www.imdb.com/title/tt0295297/,https://m.media-amazon.com/images/M/MV5BMjE0YjUzNDUtMjc5OS00MTU3LTgxMmUtODhkOThkMzdjNWI4XkEyXkFqcGdeQXVyMTA3MzQ4MTc0._V1_.jpg,An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.,100000000,"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Griffiths",Livre,"Reino Unido, Estados Unidos"
Harry Potter and the Prisoner of Azkaban,2004,Inglês,Alfonso Cuarón,"Aventura, Família, Fantasia",142,https://www.imdb.com/title/tt0304141/,https://m.media-amazon.com/images/M/MV5BZWJiMTgxOWYtZGVjYi00MWZhLWJlZWMtNWMxODY2ZjUyMTIyXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",130000000,"Daniel Radcliffe, Richard Griffiths, Pam Ferris, Fiona Shaw",Livre,"Reino Unido, Estados Unidos"
Harry Potter and the Goblet of Fire,2005,Inglês,Mike Newell,"Aventura, Família, Fantasia",157,https://www.imdb.com/title/tt0330373/,https://m.media-amazon.com/images/M/MV5BYjE1NWI4OTEtMjc4OC00N2ExLWI0N2QtOTUwNDMxNDA4YmRmXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",150000000,"Eric Sykes, Timothy Spall, David Tennant, Daniel Radcliffe",10,"Reino Unido, Estados Unidos"
Harry Potter and the Order of the Phoenix,2007,Inglês,David Yates,"Ação, Aventura, Família",138,https://www.imdb.com/title/tt0373889/,https://m.media-amazon.com/images/M/MV5BZGU0MzI4YjktYTdlYy00Yjg1LWFhMjgtMTc1MWYxYmNjZjI2XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",150000000,"Daniel Radcliffe, Harry Melling, Jason Boyd, Richard Macklin",Livre,"Reino Unido, Estados Unidos"
Harry Potter and the Half-Blood Prince,2009,Inglês,David Yates,"Ação, Aventura, Família",153,https://www.imdb.com/title/tt0417741/,https://m.media-amazon.com/images/M/MV5BYTJhZDk4NGQtNTM3Ny00ODg0LThlNDktY2U1MjZmMDdhMWNkXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",250000000,"Daniel Radcliffe, Michael Gambon, Dave Legeno, Elarica Johnson",12,"Reino Unido, Estados Unidos"
Harry Potter and the Deathly Hallows: Part 1,2010,Inglês,David Yates,"Aventura, Família, Fantasia",146,https://www.imdb.com/title/tt0926084/,https://m.media-amazon.com/images/M/MV5BNGMxYmI5ZTUtYzNiNC00YTBmLWJjZjktODkwNTk4MWVjZTVhXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg,"As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",150000000,"Bill Nighy, Emma Watson, Richard Griffiths, Harry Melling",12,"Reino Unido, Estados Unidos"
Harry Potter and the Deathly Hallows: Part 2,2011,Inglês,David Yates,"Aventura, Fantasia, Mistério",130,https://www.imdb.com/title/tt1201607/,https://m.media-amazon.com/images/M/MV5BMDdhYWE4YWQtNzhjOS00OTExLTg1ZmQtMzY3YWY3YjI5MGIxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",125000000,"Ralph Fiennes, Michael Gambon, Alan Rickman, Daniel Radcliffe",14,"Reino Unido, Estados Unidos"
Fantastic Beasts and Where to Find Them,2016,Inglês,David Yates,"Aventura, Família, Fantasia",132,https://www.imdb.com/title/tt3183660/,https://m.media-amazon.com/images/M/MV5BOTEzYmZhNzQtNzQ5MS00OWYwLWIwMGEtOTlkMDYxMGExMzIxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.,180000000,"Eddie Redmayne, Sam Redford, Scott Goldman, Tim Bentinck",12,"Reino Unido, Estados Unidos"
Fantastic Beasts: The Crimes of Grindelwald,2018,Inglês,David Yates,"Aventura, Família, Fantasia",134,https://www.imdb.com/title/tt4123430/,https://m.media-amazon.com/images/M/MV5BZDM1OGM3ZTctYTI2Yy00ODE5LWFhNjMtYmI2ZTFkZjcxZjQ2XkEyXkFqcGdeQXVyNTU3MTY2Mg@@._V1_.jpg,"The second installment of the ""Fantastic Beasts"" series featuring the adventures of Magizoologist Newt Scamander.",200000000,"Johnny Depp, Kevin Guthrie, Carmen Ejogo, Wolf Roth",12,"Reino Unido, Estados Unidos"
The Lord of the Rings: The Fellowship of the Ring,2002,Inglês,Peter Jackson,"Ação, Aventura, Drama",178,https://www.imdb.com/title/tt0120737/,https://m.media-amazon.com/images/M/MV5BNDEyMzU0ODUtMTdjOS00Y2E2LWJlZmEtYmJjMmQ2NWZlNGQ1XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_.jpg,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,93000000,"Alan Howard, Noel Appleby, Sean Astin, Sala Baker",12,"Nova Zelândia, Estados Unidos"
The Lord of the Rings: The Two Towers,2002,Inglês,Peter Jackson,"Ação, Aventura, Drama",179,https://www.imdb.com/title/tt0167261/,https://m.media-amazon.com/images/M/MV5BZGMxZTdjZmYtMmE2Ni00ZTdkLWI5NTgtNjlmMjBiNzU2MmI5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",94000000,"Bruce Allpress, Sean Astin, John Bach, Sala Baker",12,"Nova Zelândia, Estados Unidos"
The Lord of the Rings: The Return of the King,2003,Inglês,Peter Jackson,"Ação, Aventura, Drama",201,https://www.imdb.com/title/tt0167260/,https://m.media-amazon.com/images/M/MV5BNzZiOTI4MWItZGMxZC00NjZkLWJlOWUtMDY5YzE1NzhiNGRhXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,94000000,"Noel Appleby, Ali Astin, Sean Astin, David Aston",14,"Nova Zelândia, Estados Unidos"
The Hobbit: An Unexpected Journey,2012,Inglês,Peter Jackson,"Aventura, Fantasia",169,https://www.imdb.com/title/tt0903624/,https://m.media-amazon.com/images/M/MV5BYmNjZmRiZWYtZjgwMC00MjI0LTgzMTMtMmQzNGIyYjRjYmY2XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",180000000,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",12,"Nova Zelândia, Estados Unidos"
The Hobbit: The Desolation of Smaug,2013,Inglês,Peter Jackson,"Aventura, Fantasia",161,https://www.imdb.com/title/tt1170358/,https://m.media-amazon.com/images/M/MV5BMzU0NDY0NDEzNV5BMl5BanBnXkFtZTgwOTIxNDU1MDE@._V1_.jpg,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",225000000,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",12,"Nova Zelândia, Estados Unidos"
The Hobbit: The Battle of the Five Armies,2014,Inglês,Peter Jackson,"Aventura, Fantasia",144,https://www.imdb.com/title/tt2310332/,https://m.media-amazon.com/images/M/MV5BNmE0NGFkNTUtMzRmYi00YzNlLWEwZWQtOGQzYjVhNWNlNjY4XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg,Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness.,250000000,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott",12,"Nova Zelândia, Estados Unidos"
Get Out,2017,Inglês,Jordan Peele,"Horror, Mistério, Thriller",104,https://imdb.com/title/tt5052448,https://m.media-amazon.com/images/M/MV5BZmQwMDQyMWEtYzE1Yi00MzMzLTg0NjItNDlmYTYxZGMxM2M3XkEyXkFqcGdeQXVyODY1MjM3MzU@._V1_.jpg,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",4500000,"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford",14,"Estados Unidos, Japão"
The Black Phone,2022,Inglês,Scott Derrickson,"Horror, Thriller",103,https://imdb.com/title/tt7144666,https://m.media-amazon.com/images/M/MV5BNDI1NDE1NDItYzAwYS00NzMyLTllNDEtMWNkMjY5ODE4ZDEyXkEyXkFqcGdeQXVyMTQ3MjQ4Nzc4._V1_.jpg,"After being abducted by a child killer and locked in a soundproof basement, a 13-year-old boy starts receiving calls on a disconnected phone from the killer's previous victims.",18000000,"Mason Thames, Madeleine McGraw, Ethan Hawke, Jeremy Davies",16,Estados Unidos
Dark Waters,2020,Inglês,Todd Haynes,"Biografia, Drama, História",126,https://imdb.com/title/tt9071322,https://m.media-amazon.com/images/M/MV5BZjZjZTMzNDEtOTI4OS00ZmUzLWFkOGItNTc0MDkzODk4OTg5XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg,A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,,"Mark Ruffalo, Anne Hathaway, Tim Robbins, Bill Pullman",12,Estados Unidos
Everything Everywhere All at Once,2022,Inglês,"Dan Kwan, Daniel Scheinert","Ação, Aventura, Comédia",139,https://imdb.com/title/tt6710474,https://m.media-amazon.com/images/M/MV5BYjZhZjZhNTctMmMxZS00ZjlmLTgxZGQtMTUyODlmYWJlZWIzXkEyXkFqcGdeQXVyMTU0NDAxNjY1._V1_.jpg,"An aging Chinese immigrant is swept up in an insane adventure, in which she alone can save the world by exploring other universes connecting with the lives she could have led.",25000000,"Michelle Yeoh, Stephanie Hsu, Ke Huy Quan, James Hong",14,Estados Unidos
Fall,2022,Inglês,Scott Mann,Thriller,107,https://imdb.com/title/tt15325794,https://m.media-amazon.com/images/M/MV5BNGI3MWYwYjItNzZhYi00ZWIzLTkyMzYtN2JmNjg3ODg1NTg4XkEyXkFqcGdeQXVyMTMwMDA5ODU3._V1_.jpg,"Best friends Becky and Hunter find themselves at the top of a 2,000-foot radio tower.",3000000,"Grace Caroline Currey, Virginia Gardner, Mason Gooding, Jeffrey Dean Morgan",12,"Reino Unido, Estados Unidos"
The Report,2019,Inglês,Scott Z. Burns,"Biografia, Crime, Drama",119,https://imdb.com/title/tt8236336,https://m.media-amazon.com/images/M/MV5BYWFhMzM0Y2ItNGNmMC00NDMzLWE3YjQtZDY3OGRmMTI4ZWFmXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"Idealistic Senate staffer Daniel J. Jones, tasked by his boss to lead an investigation into the CIA's post 9/11 Detention and Interrogation Program, uncovers shocking secrets.",,"Adam Driver, Corey Stoll, Evander Duck Jr., Jon Hamm",16,Estados Unidos
Just Mercy,2020,Inglês,Destin Daniel Cretton,"Biografia, Crime, Drama",137,https://imdb.com/title/tt4916630,https://m.media-amazon.com/images/M/MV5BNDMwMDE1ZGItZDY3NS00OGIyLWI3NGUtMWY1NTRmZDc0ZGQ0XkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_.jpg,World-renowned civil rights defense attorney Bryan Stevenson works to free a wrongly condemned death row prisoner.,25000000,"Jamie Foxx, Charlie Pye Jr., Michael Harding, Christopher Wolfe",14,Estados Unidos
And Now for Something Completely Different,1971,Inglês,Ian MacNaughton,Comédia,88,https://imdb.com/title/tt0066765,https://m.media-amazon.com/images/M/MV5BYWQzYjU5ODAtNDY5Yy00ZDIxLWJlMTEtOWRkMjlkNTdmMTBhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,An anthology of the best sketches from the first and second seasons of Monty Python's Flying Circus (1969).,100000,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle",10,Reino Unido
Monty Python and the Holy Grail,1975,Inglês,"Terry Gilliam, Terry Jones","Aventura, Comédia, Fantasia",91,https://imdb.com/title/tt0071853,https://m.media-amazon.com/images/M/MV5BYWZmNzcxZGQtYjg0OS00Yzk5LTkxZTEtOGNmMmMxOThhN2Q4XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_.jpg,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",229575,"Graham Chapman, John Cleese, Eric Idle, Terry Gilliam",Livre,Reino Unido
